,label,feature_1646,feature_3311,feature_823,feature_2622,feature_2571,feature_1790,feature_3254,feature_1044,feature_1618,feature_988,feature_527,feature_654,feature_1074,feature_1275,feature_110,feature_1627,feature_3206,feature_2105,feature_1837,feature_2019,feature_1544,feature_1613,feature_1629,feature_616,feature_1574,feature_3248,feature_1715,feature_1639,feature_792,feature_2758,feature_1538,feature_1572,feature_632,feature_1464,feature_1898,feature_1029,feature_1471,feature_720,feature_257,feature_1682,feature_1683,feature_1638,feature_1674,feature_1175,feature_3788,feature_244,feature_1232,feature_3806,feature_1995,feature_1577,feature_613,feature_2099,feature_3750,feature_3801,feature_2644,feature_1375,feature_2133,feature_666,feature_750,feature_317,feature_1615
321,5,-0.044845186,0.10616463,-0.048751023,-0.50698483,-0.003305052,0.037167657,-0.024673278,-0.16003045,0.059039634,0.33726394,0.11384728,-0.08681291,0.12919374,0.010023332,0.2697678,-0.001630733,0.008688685,0.05686397,0.2140685,-0.17691742,-0.13093506,0.0713761,-0.00296055,0.15480775,0.06479919,0.045886386,-0.054151088,0.176527,0.48057255,-0.11428835,0.07929295,0.061635897,-0.06401048,-0.16285911,0.25269657,0.034065742,-0.10015082,0.035280485,0.4482248,0.1507442,0.02892276,0.04151613,0.14836462,0.053362925,0.02664558,0.10981533,0.061506137,-0.028595103,0.43655637,-0.13255528,0.081723265,0.08602677,0.050566163,-0.097717,-0.08580045,-0.1026091,0.100031264,0.36725232,0.24875855,0.22924657,-0.005322447
1972,7,-0.11399574,-0.25975385,-0.031389732,-0.6642556,0.06866937,-0.030353997,-0.02347715,0.16204868,0.017493078,0.3733431,0.00683345,0.14663513,-0.022574825,-0.09559966,0.116738066,-0.016478764,-0.036014047,-0.3019612,0.13379593,-0.08861959,-0.06897275,-0.011479893,-0.07197794,-0.021645414,0.025854485,0.079909906,-0.04080885,-0.024780255,-0.003287,0.004915663,-0.015804132,0.02798305,-0.22939897,0.42218697,0.14081639,0.24668245,0.1684691,0.12168185,0.21034887,-0.039369866,-0.003725252,-0.03871183,-0.013541615,0.14437139,-0.023179643,-0.34070393,-0.017689757,-0.037476145,-0.106593624,0.057439215,0.28458238,-0.11886095,-0.08092825,0.060760967,-0.014411803,0.3311372,0.023078915,-0.17830881,0.009493151,0.4321393,0.08376067
2151,3,0.015329844,-0.07763148,-0.000478346,-0.39427847,0.026987396,0.08907793,0.06770762,-0.027881272,0.03851747,0.5360018,0.032165185,-0.19194609,0.09557514,0.0544016,0.0948788,-0.06673692,-0.003344618,0.22503898,0.16939844,-0.25491402,-0.041433662,0.028179813,-0.088131264,0.017947057,0.001410284,0.061177973,0.05014863,0.16115439,0.4134665,-0.012148098,0.1344693,-0.006913223,-0.02727004,-0.066446014,0.12823488,0.31747624,0.080940746,0.12311041,0.42384306,0.14105177,-0.05346332,0.008614738,0.08938787,-0.039721724,-0.17171948,0.2618546,0.20749103,0.004179141,0.22833452,-0.03742018,0.15434775,0.03821242,0.047371272,0.008041482,-0.087512724,0.13595317,0.1426312,0.17126605,0.16528766,0.24535117,0.035862926
1433,4,-0.20123129,-0.03966685,-0.09808272,-0.529222,0.15014257,0.14747791,-0.06062901,-0.11667376,-0.08322241,0.3963319,0.10462946,0.03818395,0.34853405,-0.15503128,0.23160443,-0.13641296,0.0323695,-0.13116398,0.3495874,-0.4645593,-0.17146243,0.02653312,-0.042851217,0.17943725,-0.12752205,-0.05088747,-0.13706401,-0.07790673,0.26806322,0.06473005,0.18832141,0.17447908,-0.12246926,-0.14899674,0.13349013,0.3614824,0.17298126,0.34702286,0.19414268,-0.039390925,0.000618892,0.019678097,-0.13821426,0.18891513,-0.047540206,0.018143844,-0.20675232,-0.053192317,0.5045287,-0.000524446,0.15773015,-0.092876114,-0.02589062,0.07340003,-0.074888095,-0.004163141,0.19846621,-0.20299102,0.070770845,0.30735216,-0.056640744
2285,3,-0.11103011,-0.02869505,-0.24284808,-0.5153564,0.05660427,-0.009569038,0.039082482,0.038300216,-0.08306729,0.44263202,0.0602214,-0.039532986,0.1952388,-0.043624725,0.13819988,0.014051702,-0.076020055,-0.16793725,0.13763042,-0.0995522,0.03186348,0.08416772,-0.020670898,0.018793602,0.076580256,0.022369172,-0.15856197,0.13137984,0.35226986,-0.018852387,0.09555643,0.03887492,-0.112633646,0.14106329,0.18047991,0.23982637,0.20867802,0.33782467,0.13191904,-0.05734256,0.10460627,0.019967873,0.08827238,-0.13878839,-0.006146912,0.4204127,0.040377006,-0.039214022,-0.040839355,0.016062966,0.192996,-0.050075162,0.065455355,0.001859726,-0.018194303,0.11680895,0.16679817,-0.16633107,0.14061184,0.1494702,-0.06450132
882,1,-0.031588677,0.06441419,-0.29123256,-0.74658924,0.030649694,0.007507091,0.121347,0.05313283,-0.018163752,0.3212445,-0.028634354,-0.45097378,0.16043298,0.049028516,0.09757677,0.058721095,0.020209469,-0.13698003,0.13375995,-0.16073638,-0.06721472,0.073146336,-0.1037596,0.01631459,0.093406014,-0.06646999,0.018896626,0.15142354,0.35681567,0.007176997,0.022813056,-0.000454606,-0.07721849,0.20355918,0.38908446,0.20257118,0.14081223,0.24942012,0.29864654,0.11397006,0.09119536,-0.022903807,0.03837481,-0.19829719,-0.013441754,0.45644552,0.07789979,0.032161493,0.055359736,-0.051086236,0.097298086,-0.034615938,0.040708,0.037211988,-0.06656407,0.02908778,0.1802255,0.16253658,0.22036333,-0.020031888,-0.017732004
1147,3,-0.045716424,0.35881376,-0.09014031,-0.5738217,0.041454233,0.021834942,0.10735827,-0.11615852,-0.063166074,0.22703113,0.08988014,-0.06087484,0.16985123,0.10800986,0.15069526,0.03208876,0.03966345,-0.002582931,-0.087148905,-0.14466701,-0.13520055,0.14667812,-0.10529546,0.1268043,0.046947572,-0.21754472,-0.10035417,0.063158154,0.527333,-0.11962465,0.12715837,0.14595409,-0.13482326,0.20134519,0.3518375,0.044430126,0.11595784,0.17723393,0.35534683,0.10357772,0.09764724,0.07575636,0.21434106,0.016188458,0.0432087,0.21719058,-0.033437397,0.042827696,0.4519502,-0.05267131,0.14362678,0.060931258,0.07142166,0.007393706,-0.018176304,-0.16332449,0.20074524,0.111389615,0.13454857,0.16954136,0.039840925
1793,2,-0.20859163,0.11558704,-0.29044008,-0.4894032,0.03464802,0.08181944,0.002946879,-0.048086535,0.16748126,0.49503037,0.02396593,-0.5650505,0.11937658,0.14176536,0.0757265,-0.035572205,0.06815335,0.2590285,0.07440333,0.18711604,-0.22779201,0.12965047,-0.10142979,0.07020875,0.036111377,-0.001124363,-0.0526717,-0.052647598,0.69917494,0.05047265,-0.047317766,0.005371036,-0.37526435,0.40668082,0.4353329,0.3634641,0.14651987,0.18875968,0.32339925,0.18733637,0.030780146,0.19379443,-0.05657947,-0.014203959,0.012550534,0.69395447,-0.043556713,0.02833306,0.21680436,-0.06508251,0.11841176,0.14797238,-0.057566773,-0.042312708,-0.002089045,0.026649099,0.22229637,0.016333355,0.14814208,0.3638924,0.082683064
65,3,0.003359681,0.25539976,-0.09882772,-0.43301556,0.024171975,-0.01185447,0.1285528,-0.25200891,0.043131057,0.30606964,0.08012987,-0.03656082,0.17437913,0.0945887,0.23194823,-0.028849792,0.08125654,0.062034745,0.019109799,-0.23610312,-0.047194313,0.16542606,0.005456829,0.15933032,0.029304078,-0.19896029,-0.09656782,0.09115792,0.48129338,-0.14902182,0.15904038,0.15561034,-0.12235531,-0.06167566,0.25801507,0.039607067,0.06409798,0.15616043,0.37374946,0.08275888,0.041939523,0.09621343,0.1602665,0.091673814,0.027792426,0.26685253,-0.02996289,0.058345854,0.5046583,-0.09133138,0.10423637,0.06618148,0.08422061,-0.006927364,-0.04202235,-0.17077371,0.26565146,0.15000036,0.07481254,0.25744173,0.022092616
9,5,-0.1463666,0.06428599,0.12642238,-0.42495644,0.1331708,0.12012867,-0.053654257,0.054306183,0.029716777,0.408467,0.12959044,0.039629728,0.2565704,-0.117918864,0.16362818,-0.023906654,-0.0468152,-0.09381382,0.100365154,-0.2590575,-0.16738424,0.011352694,-0.20042929,0.1107262,-0.11089024,-0.066777684,-0.020943439,0.08384288,0.5318731,-0.045504127,0.13849725,0.19385663,-0.046512805,-0.17885306,0.026901523,0.5106721,0.173588,0.19373469,0.3140338,0.04696319,-0.0450107,0.045394022,0.16354696,0.011392589,-0.11032353,0.42522362,0.08665905,-0.051862188,0.20959607,-0.093035296,-0.01476945,-0.001304175,0.009975501,0.05779329,-0.099547416,0.12967765,0.07395879,0.09732909,0.08937397,0.26547688,-0.038864043
323,5,0.004365397,0.040660366,-0.08334806,-0.33788744,-0.01834566,-0.027900675,-0.00459828,-0.03068151,0.006716143,0.34750763,0.08601981,-0.33304983,0.13215621,0.11663484,0.14519851,-0.02587963,0.11181684,-0.080403805,0.23101246,-0.06889261,-0.039914,0.117363,-0.012729021,0.12146963,0.10235121,0.08218682,-0.021414781,0.033900794,0.36076614,-0.058875106,-0.042920075,0.088125005,-0.019034373,0.13446714,0.16582839,0.0740309,0.045966644,0.045721926,0.28833678,0.16426541,0.03137941,-0.009907968,0.17884481,-0.10932944,0.097665206,0.3355395,0.092899084,0.01644546,0.49130347,-0.039589696,0.13650301,0.01627184,-0.023098102,-0.08671053,-0.013368697,0.2174205,0.08089874,0.2958406,-0.007768791,0.25884736,0.007342116
2117,0,-0.043890394,0.12580001,-0.07105125,-0.51087993,0.043724228,0.04944189,0.10060431,-0.06108074,0.12016152,0.40464953,-0.010547913,-0.18892084,0.07085444,0.051092297,0.08977295,-0.13626257,-0.10735492,0.003451681,0.059670463,-0.33035594,-0.041262,0.11023241,0.007027938,-0.04076264,-0.06734901,-0.020295562,0.003086997,0.07775827,0.46542284,-0.027814645,0.043774635,0.07598028,-0.18242308,0.009380673,0.19176933,0.3449743,0.19469355,0.031242747,0.47161797,0.12759872,0.034477603,0.069910385,0.111053094,-0.09758449,-0.004801447,0.1528186,0.16406015,-0.038441874,-0.20433351,-0.08555967,0.10413644,0.057557497,0.0493221,0.106562614,-0.08914687,-0.16510038,0.18536052,0.19599348,0.2525636,0.07978663,0.03830075
534,1,0.103315115,-0.003529254,-0.029466003,-0.25144476,0.088881776,0.08214583,-0.07157388,0.05562348,0.040333997,0.3687184,0.08565814,0.26074153,-0.020659722,-0.002984977,0.22094437,-0.008329307,-0.03089189,-0.0880894,0.1171771,-0.000920937,-0.04562738,0.04557572,-0.09746184,0.19283053,0.11479367,0.13004327,-0.007351245,-0.057350926,0.27970687,0.020042928,0.04303284,0.089100845,-0.10150243,0.39775681,0.16120175,-0.006841813,0.056787822,0.10600776,0.2762875,0.053986434,0.024111276,0.08310998,0.10321897,0.20094277,0.006646063,-0.12212389,0.023522444,-0.02735933,0.36103755,-0.096207045,0.008272099,0.03967541,-0.048927046,0.05308043,-0.098463774,0.3665146,0.046071555,0.012401387,0.050220616,0.3520227,0.001827443
400,1,-0.15046503,-0.19372593,0.06847589,-0.069044225,0.07775751,0.06998161,-0.027320378,0.043075837,0.09845452,0.3855725,0.03611511,-0.079916954,0.018012585,-0.05572099,0.29884902,0.0344782,0.07601619,0.24117805,0.14081804,-0.1541682,0.015785081,0.03861242,-0.062401623,0.041164894,0.023278365,0.11887567,-0.0994183,0.11518285,0.4155076,0.03977245,0.1243808,-0.017583292,-0.1757,0.30031112,0.18309021,0.19473813,0.06560105,0.036849648,0.30825913,-0.09542988,-0.07010585,0.11882037,0.100287825,0.12373266,-0.036078192,-0.02853565,0.06412404,-0.023999289,0.21180043,0.10862495,-0.17774594,-0.0928811,-0.086064674,0.07245877,-0.07657877,0.36976266,0.13538577,0.21702833,0.1357045,0.07185846,-0.07154996
1262,1,0.09917443,-0.061862975,-0.001877958,-0.6998154,0.038227707,0.028573077,0.052407105,0.099656545,-0.001784535,0.45524183,-0.09950098,-0.076168194,0.056740537,-0.005917615,0.108097754,0.042796623,-0.035235498,-0.31874198,0.032968227,0.021022126,0.085071936,0.041343417,-0.007860881,0.06400605,0.08950215,-0.008569231,0.004510989,0.02872437,0.2916942,0.034065057,0.024105946,0.04348081,-0.1674048,0.34900436,0.15109771,-0.05383208,0.08762705,0.051582087,0.3020094,0.049483337,0.04457284,-0.012436722,0.09434554,-0.045930322,0.016267916,-0.060853764,0.11245959,-0.019064832,0.07654741,4.42E-05,-0.038341668,-0.054269772,-0.039857432,0.05488745,-0.05913262,0.42176133,0.074672475,0.12735826,0.107430354,0.35240623,-0.029334204
1871,1,-0.13360254,-0.26252925,0.08428634,-0.750532,0.11287849,0.008150524,0.001796199,0.07236169,-0.020971622,0.28336862,-0.04506269,-0.26060382,-0.12178651,0.036422167,0.23659712,-0.019298641,-0.02762471,-0.37184316,0.08771079,-0.057493042,0.015503925,-0.016640937,0.032048725,-0.06251528,-0.030346982,0.11730755,-0.066719204,-0.004590061,-0.08010185,-0.04284863,-0.031620875,0.005760748,-0.17047633,0.4370978,0.1732412,0.18697245,0.12473344,0.012543938,0.21427971,0.015343575,0.08413262,0.06940836,0.06365696,0.08636898,0.027889578,-0.293424,0.027415773,-9.35E-05,-0.04060822,0.085761465,0.12598264,-0.070760295,-0.043020677,0.032368448,0.02150213,0.37357956,-0.04748159,0.1018886,-0.13445021,0.28351134,0.021854706
40,0,-0.066354975,-0.045142155,-0.19950643,-0.66219443,-0.022861699,0.053936813,0.019773005,0.023601508,0.113781214,0.31784227,0.06560435,-0.069704525,-0.03693941,-0.013497246,0.16577582,-0.04342281,-0.010911323,-0.13551946,0.112853594,-0.15215585,-0.16407621,0.06756394,-0.04240553,0.043637116,0.00225021,-0.007058968,0.024452752,0.1187086,0.3057595,-0.023176534,0.11873885,0.029301139,-0.09511803,0.1346081,0.29457185,0.20472316,-0.014013783,0.1216712,0.42544836,0.1223115,-0.007790443,0.03233461,-0.009521586,0.229178,-0.09635909,-0.08552042,0.03237362,-0.06550526,0.2655564,-0.0545045,0.10133897,0.012490884,0.00329369,0.025040634,-0.061493214,0.10828374,0.059996266,0.13973182,0.052275892,0.18115553,-0.043757904
1336,1,-0.26130068,0.05378989,-0.14569648,-0.65448534,0.04631692,0.09320471,0.06963013,-0.17197473,0.023850437,0.30652955,0.09081899,-0.15609756,0.24404615,0.03893463,0.26567408,-0.058027998,0.1031853,-0.03721554,0.26021084,-0.3479663,-0.062141795,0.13889198,-0.027396321,0.11111489,-0.08752906,-0.11783952,-0.12066278,0.16224667,0.5504523,-0.038794518,0.13175924,0.09443362,-0.13827316,-0.1487963,0.26813972,0.43882763,0.02775828,0.2538653,0.39859137,0.03140247,-0.014420058,0.038636863,-0.005608947,0.08676162,0.011942054,0.30404636,-0.05332966,-0.05667495,0.2959828,-0.10247761,0.068421856,-0.1091992,-0.016086306,0.07943843,0.012386773,-0.09018266,0.21480632,0.13780421,0.15193981,0.0970389,-0.026459064
2069,6,0.07199822,0.029752508,0.043798946,-0.74299604,0.030254517,-0.027783077,0.006259456,0.11943521,0.053431273,0.271365,-0.016790792,0.046980377,-0.055533413,0.029813077,0.11268949,0.00427553,-0.048843313,-0.43050462,0.04500819,-0.11701319,0.017589053,0.000650637,0.07308509,0.107563555,0.100266315,0.05024026,0.05348896,0.1548657,0.1039943,-0.024339825,0.053734317,0.007936565,-0.23018727,0.3494534,0.07585587,0.06308933,0.1411741,-0.09603696,0.44214854,0.11380666,0.022530727,0.0643428,0.18462314,-0.000232767,-0.11657308,-0.1961983,0.17735219,0.054066263,0.079407856,-0.031782746,0.19742051,-0.019724723,-0.024483472,0.06714013,-0.03152062,0.14705996,-0.07156153,0.21163756,0.10825103,0.19572271,0.032656744
1468,4,-0.1466969,-0.11926368,0.03725462,-0.7559724,0.034059905,-0.046317916,-0.09185612,0.16099393,0.03847132,0.35100362,0.06508385,-0.09869009,-0.14200921,-0.036099367,0.18139885,0.007720365,-0.041058548,-0.43844125,0.13106409,-0.095224015,0.009394115,0.05508877,0.000148755,0.03259491,-0.06551061,0.112133935,0.0383313,0.08722717,0.047463562,-0.05256559,0.00360182,0.054737672,-0.21693577,0.3134881,0.09090395,0.29926366,0.09509336,0.08840215,0.20631851,0.008809309,-0.0220592,0.011139751,0.08002443,0.087866016,-0.02695719,-0.3887938,0.1274343,-0.032731038,0.10222797,0.021909416,0.070988394,-0.06939012,-0.056793347,0.020475041,0.03647724,0.34757158,-0.001192921,-0.037033964,-0.04521982,0.3101608,0.043773286
38,0,0.007956832,-0.033759028,-0.06695147,-0.38152176,0.04701162,0.094400585,0.14525728,-0.03940114,0.014436259,0.51431817,0.036452413,-0.2742405,0.1702911,0.07746024,0.17696686,-0.099002026,-0.016066065,0.1708682,0.20950194,-0.26282406,0.015869748,0.12698163,-0.12624405,0.01588997,-0.025797188,-0.109906845,-0.004823966,0.20773496,0.49973953,-0.004036181,0.124805726,0.027250575,0.007720764,-0.09570011,0.086756356,0.33198902,0.09079253,0.15904781,0.42912024,0.11577725,-0.003406336,-0.032710824,0.13998003,-0.22046277,-0.029885972,0.38968426,0.15697542,0.051993843,0.18082374,-0.048708733,0.10749771,0.061842356,0.038318597,0.002222735,-0.081209615,0.16153318,0.15266941,0.20767114,0.1886926,0.14188401,0.07141714
592,3,-0.30842966,-0.035803754,0.14644171,-0.66312444,0.13683832,0.19507395,0.026842145,-0.061001755,0.12282386,0.40071064,0.2396795,0.23323089,0.13218513,0.013245741,0.27483204,-0.110920385,-0.0727481,-0.22775467,0.19651899,-0.2622021,-0.13205503,0.22918098,-0.037027426,0.09131794,-0.1138933,0.015540414,-0.044059966,0.054595675,0.5672735,-0.124501094,0.05961823,0.18926835,0.020688463,-0.21318597,0.09673462,0.65045077,-0.028918045,-0.054309748,0.46752992,0.030327238,-0.12151971,0.12863125,0.1803302,0.39294764,0.022324694,0.2561088,0.14121562,0.11876788,0.21812007,-0.15496317,0.025524495,-0.16515128,-0.012384207,-0.003287888,-0.007756221,-0.11773845,-0.07796459,0.12852049,0.14169583,0.20508921,0.04081719
2000,3,-0.00656472,-0.24681668,0.07811977,-0.6912429,0.004994363,-0.048889916,-0.012522631,0.14177752,0.14097472,0.3569711,-0.0948705,-0.075706,-0.15156843,0.025506618,0.018750122,-0.00131816,-0.055282395,-0.34712675,0.046688683,0.035696797,-0.0730265,-0.0073438,-0.013548845,-0.09683295,0.072281815,0.13607267,-0.06948476,0.04641895,-0.06346993,0.004980165,0.06860304,-0.021696677,-0.21498671,0.4238267,0.14067009,0.17761083,0.06598185,0.0486115,0.2777293,0.03050024,-0.01709431,-0.025244823,0.02646779,0.1000907,-0.003482469,-0.34966913,0.10540504,-0.0726065,-0.07807385,-0.008474852,0.14670639,-0.1073233,-0.12681542,0.028731428,0.013313185,0.4791349,0.03135627,0.07860767,-0.04836127,0.5218227,0.009814539
644,1,-0.21312533,0.08233251,-0.3357033,-0.60705495,0.028760454,0.108317226,0.03018117,-0.017104464,0.06269057,0.32768488,-0.014150333,-0.3090808,0.11555159,-0.0636215,0.017135661,0.16171676,0.07611779,-0.10546729,0.006627861,0.015657099,-0.024141606,0.024160309,-0.0677216,0.13340889,0.11176054,-0.12972353,-0.07543621,0.33854982,0.5996684,-0.019218473,0.11818143,0.06588524,-0.13439569,0.03257541,0.22270416,0.37205246,0.14067811,0.26920435,0.2993469,0.07415656,-0.021349266,-0.03190373,0.086291865,-0.056678943,-0.13541014,0.5196334,-0.010371932,-0.05198681,-0.18609409,0.039804384,0.15535204,-0.006647825,0.024040844,0.012805049,0.011147198,-0.2050008,0.23041204,-0.020270854,0.30366904,0.023500236,-0.07661202
680,1,0.18394874,-0.008791532,-0.14889933,-0.8104553,-0.026496062,0.06547035,-0.013661547,-0.059444424,0.13683277,0.4742498,-0.03259689,-0.4109992,0.08420861,0.1083663,0.20334153,-0.001955402,0.042990856,-0.24837092,0.015193502,-0.07686298,0.07600471,0.123180814,0.003875418,0.10367296,0.11972482,-0.023425728,0.013489411,0.004959438,0.1376777,-0.028916862,-0.021942427,0.039951395,-0.14455085,0.38406864,0.28432664,-0.09316476,0.100685604,0.052000277,0.27676904,0.072471455,0.03637603,0.081577025,0.08756071,-0.050297447,0.08957495,0.14507155,-0.17941077,0.078752056,0.32997108,-0.001719466,0.15691458,0.029950472,0.020217089,-0.07133058,-0.043478593,0.3802571,0.001438877,0.21669582,0.003101287,0.25984073,0.058410432
2332,1,-0.101017855,-0.07410644,-0.056276593,-0.41093904,0.036625702,-0.04534843,0.054615326,-0.06450532,0.044935726,0.4166679,0.07308015,0.011471635,0.076614976,-0.12579395,0.044345867,-0.050494432,-0.0616069,-0.06364631,0.27828437,-0.35727623,-0.1574938,-0.016877983,-0.13053708,0.17225143,-0.048826184,-0.016225554,-0.08865339,0.2277557,0.47325826,-0.0312793,0.079504535,0.21015215,0.006168585,-0.13843814,0.12921833,0.5261959,0.004890735,0.07425791,0.35396683,0.110802405,-0.025325097,0.04291959,0.0742811,-0.027465282,-0.07586948,0.27280232,0.14650634,-0.06881753,0.17537715,-0.08259127,0.026035702,-0.06980858,-0.07724601,0.02790044,-0.054897457,-0.1176047,0.23261686,-0.009971087,0.25090927,0.18900597,-0.032558464
2353,1,-0.13447239,0.14478837,-0.13969733,-0.51015216,0.025843795,0.06860314,0.030094594,-0.16917263,0.03176746,0.28574508,0.13711663,0.03875744,0.13841838,0.09929061,0.1898546,-0.03657084,0.007374912,0.11692322,0.14619796,-0.10773475,-0.12367006,0.17185119,-0.044066913,0.12904371,0.023742158,-0.06340547,-0.09201535,0.18016542,0.5681427,-0.055641558,0.11610897,0.1021172,-0.07743975,0.021065272,0.30697352,0.26723096,-0.014327124,0.12433072,0.4097166,0.09359378,0.003472852,0.052887183,0.10476691,-0.052407496,0.042978298,0.040637378,-0.07947427,-0.07267033,0.011384848,-0.097742096,0.13909908,-0.014523172,0.018221907,-0.018495345,-0.05415234,-0.19781047,0.15108192,0.15024316,0.22649668,0.16095865,-0.027776305
1902,4,-0.0915239,0.20756964,-0.16977474,-0.61963016,0.04823863,0.010240709,-0.032625776,-0.1029953,-0.06185591,0.41161564,0.07190225,-0.48317462,0.21008202,0.01571411,0.12890089,0.023162378,0.061643016,-0.16231708,0.12821423,-0.28992116,-0.20208617,-0.051927745,-0.04263495,0.04322765,0.011042251,-0.04484024,-0.06708617,0.02850448,0.2752331,-0.02485921,0.10427379,0.10955966,0.04645431,-0.028323269,0.34597978,0.5160346,0.008912299,0.053635884,0.27581158,0.113381684,0.009135912,-0.008946961,-0.038235813,0.25149813,0.060360126,0.3215346,0.16902973,-0.03289157,0.34424704,-0.08678213,0.047471542,-0.013135457,-0.06711115,0.100450665,0.006599932,0.003073284,0.030739881,0.37270936,-0.016376268,0.08849685,-0.009789414
1975,4,-0.11953324,-0.18655477,0.054123964,-0.7439413,0.06673404,-0.015216868,0.010510447,0.18715017,0.050388843,0.424372,0.12857564,-0.046986997,-0.11370684,-0.014726869,0.23558298,-0.045048,-0.03031481,-0.28597784,0.12640953,-0.11519071,-0.02340123,-0.04171026,-0.10697169,-0.01738514,-0.06428413,0.0464883,0.027024567,0.091266245,0.08575538,-0.033047378,0.013150306,0.037944373,-0.09553354,0.44012147,0.15870592,0.24526024,0.053321764,0.06367881,0.26908228,0.029747488,-0.022291,0.058501434,-0.00465947,0.15142567,-0.025188185,-0.27502564,0.000264505,-0.028202502,0.13096535,0.05309041,0.17265782,-0.04501955,-0.075418584,0.06830817,0.004965931,0.31965885,0.05619446,-0.024596939,-0.03130121,0.301409,0.023075022
430,4,-0.12964441,-0.09332873,-0.05647993,-0.736953,0.08831802,0.04409408,-0.008943303,0.093228295,0.057553314,0.395003,0.15769082,-0.097935475,-0.0823994,-0.010683565,0.21756291,-0.026142586,-0.023961099,-0.18821509,0.22394373,-0.09367458,-0.04613608,-0.019057712,-0.08924282,0.014768274,-0.042397868,0.023012677,0.002828095,0.12336793,0.23250039,0.002249952,0.042805377,-0.024520384,-0.13957907,0.25315547,0.22901772,0.16349812,-0.004531719,0.028107915,0.3614896,0.05879727,-0.025134072,0.030963426,0.035034213,0.06952224,-0.0430728,-0.17835261,-0.014747709,-0.035013396,0.21781151,0.046806153,0.09229148,-0.06070778,-0.09012332,0.010186025,0.017347312,0.28268972,0.14034766,0.09171904,0.07530417,0.16236196,-0.010672095
1472,4,-0.11661836,-0.022984844,-0.19514504,-0.7344532,0.08945581,-0.03330315,-0.049431913,0.060570482,0.06384004,0.27821666,-0.055944405,-0.11636846,-0.15344355,0.037442222,0.2742203,0.021200487,-0.018887639,-0.21440567,0.0846541,-0.004666862,0.020600773,0.050317183,-0.055052496,0.07577686,-0.008254417,-0.011739995,0.027747266,0.12776363,0.23458913,-0.0418346,0.017703814,0.027594415,-0.19179587,0.35765052,0.25180787,0.057194002,0.038007252,-0.022570718,0.35334614,-0.03649126,0.0648472,0.048671994,0.065469176,0.103498705,-0.012367484,0.024556201,0.060091995,-0.012105661,0.27856886,0.06181787,0.010602551,-0.04920248,-0.03355513,0.008757168,-0.021076918,0.35543674,0.10791366,0.18830816,0.024915727,0.122364484,-0.0369368
94,3,0.003390705,0.43470892,-0.32970637,-0.5842504,0.003608704,-0.012014017,0.14856906,-0.076705225,0.06134764,0.45190915,-0.071383834,-0.4819701,0.14103256,0.074116595,0.15425749,0.07034143,0.07922476,0.21249896,-0.26762095,0.030816978,-0.14332291,0.11638975,-0.08925581,0.117148936,0.007048002,-0.29675707,-0.044932142,0.002076064,0.6831593,-0.17983839,0.11456359,0.20598061,-0.26745817,0.17176521,0.44284064,0.17954828,0.08876483,0.15947793,0.35547447,0.061115608,0.07319761,0.14165029,0.06312662,0.079454124,0.10642218,0.70072705,-0.10551415,-0.003326699,0.5401869,-0.036817882,0.18119209,0.083061785,0.035565317,-0.023801135,-0.07915937,-0.17936316,0.18747278,-0.000932589,0.19806032,0.3364046,0.02767609
1891,4,-0.337795,-0.12660943,0.18843533,-0.5714215,0.19590235,0.18299553,0.068214335,-0.13725238,0.11862246,0.4665759,0.22097191,0.32140607,0.042621948,0.13526832,0.39114916,-0.092084184,-0.10319926,-0.25291282,0.22986694,-0.18706512,-0.08769413,0.39795232,-0.17631745,0.002402855,-0.09032503,-0.070747204,-0.005412832,0.13168018,0.5427313,-0.1262814,0.02983069,0.026185537,0.11538507,-0.35512066,0.046303447,0.5875492,-0.15692064,-0.19928506,0.38877144,0.09005863,-0.0474741,0.14308117,0.18789828,0.3460141,-0.017969029,-0.16203138,0.14744076,0.13299951,0.058556978,-0.10842175,-0.12384291,-0.10971871,-0.014894849,-0.015077559,-0.04820439,0.009138839,-0.13412572,0.19905043,-0.017745929,0.1349805,0.21137346
106,1,0.047092006,0.019475965,-0.12350476,-0.74667645,0.056967907,0.011936825,0.07904102,0.12786712,0.00074718,0.4859929,-0.08161091,0.022031996,-0.10504279,0.040124528,-0.11881575,0.10692459,-0.045071863,-0.37696624,-0.022676745,-0.036648303,0.013363346,0.04213925,-0.030764444,0.07258438,0.007237191,0.13183269,0.08017655,0.25217512,0.16623695,0.021793695,0.03255493,0.005222278,0.10827974,0.33585992,0.022714846,0.0358075,0.10274114,0.07528915,0.48430735,0.10121507,0.05594703,0.014739621,0.12696622,-0.10420116,-0.16289595,0.25279585,0.083586246,0.003759305,0.07583951,-0.019224547,0.054163665,0.10875118,-0.03974023,-0.02234498,-0.015366792,0.20318884,0.06168482,0.20290329,0.11526214,0.24631122,-0.030922268
